
Deribit	1644307170761	67.41
Lyra	1644307172193	64.873
Deribit	1644307200750	67.4
Lyra	1644307202763	64.873
Deribit	1644307230768	67.43
Lyra	1644307234265	64.873
Deribit	1644307262546	67.39
Lyra	1644307267035	64.873
Deribit	1644307290809	67.37
Lyra	1644307292621	64.873
Deribit	1644307320836	67.36
Lyra	1644307322516	64.873
Lyra	1644307355459	64.873
Deribit	1644307355535	67.35
Deribit	1644307380963	67.33
Lyra	1644307386090	64.873
Deribit	1644307410774	67.3
Lyra	1644307413071	64.873
Deribit	1644307440769	67.27
Lyra	1644307441753	64.873
Deribit	1644307470725	67.23
Lyra	1644307471915	64.873
Deribit	1644307501022	67.18
Lyra	1644307502402	64.873
Deribit	1644307530713	67.09
Lyra	1644307531808	64.873
Deribit	1644307560713	67.01
Lyra	1644307562224	64.873
Deribit	1644307590710	66.94
Lyra	1644307591805	64.873
Deribit	1644307620714	66.86
Lyra	1644307622086	64.873
Deribit	1644307650728	66.79
Lyra	1644307651974	64.873
Deribit	1644307680741	66.71
Lyra	1644307682307	64.873
Deribit	1644307710804	66.63
Lyra	1644307711626	64.873
Deribit	1644307740749	66.56
Lyra	1644307742113	64.873
Deribit	1644307770748	66.51
Lyra	1644307772051	64.873
Deribit	1644307800705	66.47
Lyra	1644307802154	64.873
Deribit	1644307830847	66.41
Lyra	1644307832854	64.873
Deribit	1644307861271	66.37
Lyra	1644307862803	64.873
Deribit	1644307890719	66.33
Lyra	1644307891958	64.873
Deribit	1644307920785	66.29
Lyra	1644307924553	64.873
Deribit	1644307950706	66.25
Lyra	1644307952198	64.873
Lyra	1644307981943	64.873
Deribit	1644307982077	66.22
Deribit	1644308010715	66.2
Lyra	1644308012313	64.873
Deribit	1644308041088	66.19
Lyra	1644308042182	64.873
Deribit	1644308070717	66.17
Lyra	1644308071988	64.873
Deribit	1644308100721	66.14
Lyra	1644308101607	64.873
Deribit	1644308130840	66.12
Lyra	1644308132221	64.873
Deribit	1644308161148	66.13
Lyra	1644308162279	64.873
Deribit	1644308191022	66.12
Lyra	1644308192075	64.873
Deribit	1644308221176	66.12
Lyra	1644308222450	64.873
Deribit	1644308250902	66.11
Lyra	1644308251987	64.873
Deribit	1644308280904	66.11
Lyra	1644308281884	64.873
Deribit	1644308310749	66.13
Lyra	1644308312185	64.873
Deribit	1644308340720	66.15
Lyra	1644308342067	64.873
Lyra	1644308376382	64.873
Deribit	1644308377444	66.16
Lyra	1644308402668	64.873
Deribit	1644308410685	66.16
Lyra	1644308435141	64.873
Deribit	1644308436335	66.16
Deribit	1644308466250	66.17
Lyra	1644308470126	64.873
Deribit	1644308505958	66.19
Lyra	1644308508376	64.873
Deribit	1644308526827	66.18
Lyra	1644308528228	64.873
Lyra	1644308559077	64.873
Deribit	1644308560589	66.18
Lyra	1644308587550	64.873
Deribit	1644308613393	66.18
Lyra	1644308614695	64.873
Deribit	1644308630809	66.17
Lyra	1644308646149	64.873
Deribit	1644308652352	66.18
Lyra	1644308672334	64.873
Deribit	1644308673171	66.18
Deribit	1644308701030	66.16
Lyra	1644308701917	64.873
Deribit	1644308731148	66.16
Lyra	1644308732271	64.873
Deribit	1644308760862	66.15
Lyra	1644308761685	64.873
Deribit	1644308790745	66.15
Lyra	1644308791886	64.873
Deribit	1644308820735	66.15
Lyra	1644308821830	64.873
Deribit	1644308850738	66.15
Lyra	1644308852422	64.873
Deribit	1644308880724	66.13
Lyra	1644308882279	64.873
Deribit	1644308910716	66.11
Lyra	1644308911822	64.873
Deribit	1644308940713	66.1
Lyra	1644308945646	64.873
Deribit	1644308970718	66.09
Lyra	1644308973406	64.873
Deribit	1644309000828	66.08
Lyra	1644309001940	64.873
Deribit	1644309030703	66.06
Lyra	1644309032089	64.873
Deribit	1644309060793	66.05
Lyra	1644309062150	64.873
Deribit	1644309090769	66.04
Lyra	1644309092141	64.873
Deribit	1644310061675	65.83
Lyra	1644310062987	64.873
Deribit	1644310080820	65.83
Lyra	1644310082336	64.873
Deribit	1644311011026	65.95
Lyra	1644311012534	64.873
Deribit	1644311040839	65.95
Lyra	1644311042158	64.873
Deribit	1644312021168	65.93
Lyra	1644312022598	64.873
Deribit	1644312030716	65.93
Lyra	1644312031595	64.873
Lyra	1644312061703	64.873
Deribit	1644312061735	65.91
Deribit	1644313055983	65.76
Lyra	1644313057331	64.873
Deribit	1644314000974	66.3
Lyra	1644314002127	64.873
Deribit	1644314010757	66.31
Lyra	1644314011613	64.873
Deribit	1644314040767	66.33
Lyra	1644314042191	64.873
Deribit	1644315069190	66.83
Lyra	1644315070445	64.873
Deribit	1644315090972	66.82
Lyra	1644315092425	64.873
Deribit	1644316158361	66.6
Lyra	1644316158614	64.873
Deribit	1644316170759	66.61
Lyra	1644316171993	64.873
Deribit	1644317219372	66.67
Lyra	1644317220091	64.873
Deribit	1644317220845	66.67
Lyra	1644317222158	64.873
Deribit	1644318150959	66.24
Lyra	1644318153334	64.873
Deribit	1644318181005	66.23
Lyra	1644318182385	64.873
Deribit	1644319205157	66.1
Lyra	1644319206298	64.873
Deribit	1644319230709	66.09
Lyra	1644319232337	64.873
Deribit	1644320212960	66.21
Lyra	1644320214413	64.873
Deribit	1644320220921	66.21
Lyra	1644320222235	64.873
Deribit	1644321281651	66.46
Lyra	1644321283159	64.873
Deribit	1644321300820	66.47
Lyra	1644321302037	64.873
Deribit	1644322246081	67.18
Lyra	1644322247242	64.873
Deribit	1644322260721	67.18
Lyra	1644322262027	64.873
Deribit	1644323287671	67.73
Deribit	1644323287916	67.73
Lyra	1644323301241	64.873
Lyra	1644323302290	64.873
Deribit	1644323310929	67.77
Lyra	1644323312776	64.873
Deribit	1644323342468	67.82
Lyra	1644323343881	64.873
Deribit	1644324436012	68.06
Lyra	1644324436435	66.113
Deribit	1644324450726	68.06
Lyra	1644324452051	66.113
Deribit	1644325424026	67.98
Lyra	1644325425358	66.113
Deribit	1644325440801	67.99
Lyra	1644325442339	66.113
Deribit	1644326413647	67.74
Deribit	1644326413891	67.74
Lyra	1644326414738	66.113
Lyra	1644326415193	66.113
Deribit	1644326430728	67.74
Lyra	1644326431966	66.113
Deribit	1644327056006	67.53
Lyra	1644327057755	66.113
Deribit	1644327060884	67.52
Lyra	1644327062186	66.113
Deribit	1644327090760	67.51
Lyra	1644327092216	66.113
Deribit	1644328048109	67.38
Lyra	1644328049795	66.113
Deribit	1644328050784	67.38
Lyra	1644328054077	66.113
Deribit	1644329074509	67.28
Lyra	1644329075274	66.113
Deribit	1644329100742	67.25
Lyra	1644329102295	66.113
Deribit	1644329130712	67.23
Lyra	1644329132179	66.113
Deribit	1644330194300	67.16
Lyra	1644330195434	66.113
Deribit	1644330210729	67.15
Lyra	1644330211993	66.113
Deribit	1644330834742	67.06
Lyra	1644330836000	66.113
Deribit	1644330840805	67.06
Lyra	1644330842518	66.113
Deribit	1644330870748	67.04
Lyra	1644330872283	66.113
Deribit	1644330900789	67.04
Lyra	1644330902004	66.113
Deribit	1644330930715	67.04
Lyra	1644330932038	66.113
Deribit	1644330960718	67.02
Lyra	1644330961945	66.113
Deribit	1644330990707	67
Lyra	1644330991694	66.113
Deribit	1644331020718	67
Lyra	1644331021847	66.113
Deribit	1644331050715	66.98
Lyra	1644331052000	66.113
Deribit	1644331080734	66.98
Lyra	1644331082170	66.113
Deribit	1644331110724	66.97
Lyra	1644331111874	66.113
Deribit	1644331140749	66.95
Lyra	1644331141866	66.113
Deribit	1644331170730	66.94
Lyra	1644331171580	66.113
Deribit	1644331200702	66.92
Lyra	1644331202247	66.113
Deribit	1644331230746	66.92
Lyra	1644331231584	66.113
Deribit	1644331260715	66.91
Lyra	1644331261787	66.113
Deribit	1644331290719	66.88
Lyra	1644331292152	66.113
Deribit	1644331320733	66.87
Lyra	1644331322307	66.113
Deribit	1644331350710	66.87
Lyra	1644331352120	66.113
Deribit	1644331380784	66.88
Lyra	1644331381907	66.113
Deribit	1644331410842	66.87
Lyra	1644331412306	66.113
Deribit	1644331440752	66.88
Lyra	1644331441596	66.113
Deribit	1644331470706	66.89
Lyra	1644331471841	66.113
Deribit	1644331500717	66.92
Lyra	1644331501596	66.113
Deribit	1644331530738	66.92
Lyra	1644331532230	66.113
Deribit	1644331560717	66.92
Lyra	1644331562114	66.113
Deribit	1644331590715	66.92
Lyra	1644331592279	66.113
Deribit	1644331620724	66.92
Lyra	1644331621801	66.113
Deribit	1644331650721	66.91
Lyra	1644331654563	66.113
Deribit	1644331680724	66.9
Lyra	1644331681585	66.113
Deribit	1644331710714	66.91
Lyra	1644331712130	66.113
Deribit	1644332335003	67.11
Lyra	1644332335754	66.113
Deribit	1644332340752	67.12
Lyra	1644332342341	66.113
Deribit	1644332370727	67.14
Lyra	1644332372196	66.113
Deribit	1644333333692	67.92
Lyra	1644333333810	66.113
Deribit	1644334325008	68.12
Lyra	1644334325626	66.113
Lyra	1644334325838	66.113
Deribit	1644334350722	68.1
Lyra	1644334351933	66.113
Deribit	1644334380730	68.08
Lyra	1644334382167	66.113
Deribit	1644334410706	68.07
Lyra	1644334412160	66.113
Deribit	1644334440713	68.07
Lyra	1644334442584	66.113
Deribit	1644334470757	68.05
Lyra	1644334471761	66.113
Deribit	1644334500725	68.04
Lyra	1644334501776	66.113
Deribit	1644334530722	68.03
Lyra	1644334532795	66.113
Deribit	1644334560713	68.04
Lyra	1644334561882	66.113
Deribit	1644334590794	68.05
Lyra	1644334591778	66.113
Deribit	1644334620715	68.06
Lyra	1644334621976	66.113
Deribit	1644334650712	68.07
Lyra	1644334651688	66.113
Deribit	1644334680834	68.08
Lyra	1644334681937	66.113
Deribit	1644334710712	68.09
Lyra	1644334711837	66.113
Deribit	1644334740719	68.1
Lyra	1644334742026	66.113
Deribit	1644334770709	68.11
Lyra	1644334772130	66.113
Deribit	1644334801034	68.12
Lyra	1644334801692	66.113
Deribit	1644334830710	68.13
Lyra	1644334832240	66.113
Deribit	1644334860719	68.14
Lyra	1644334862209	66.113
Deribit	1644334890728	68.13
Lyra	1644334891903	66.113
Deribit	1644334920742	68.12
Lyra	1644334921758	66.113
Deribit	1644334950708	68.12
Lyra	1644334951897	66.113
Deribit	1644334980751	68.12
Lyra	1644334981714	66.113
Deribit	1644335010715	68.11
Lyra	1644335011899	66.113
Deribit	1644335040716	68.12
Lyra	1644335041689	66.113
Deribit	1644335070713	68.15
Lyra	1644335072218	66.113
Deribit	1644335100743	68.16
Lyra	1644335101811	66.113
Deribit	1644335130806	68.15
Lyra	1644335131750	66.113
Deribit	1644335160766	68.15
Lyra	1644335161931	66.113
Deribit	1644335190715	68.12
Lyra	1644335192404	66.113
Deribit	1644335814838	67.4
Lyra	1644335816451	66.113
Deribit	1644335820715	67.39
Lyra	1644335821689	66.113
Deribit	1644335850714	67.36
Lyra	1644335852161	66.113
Deribit	1644336794124	66.96
Lyra	1644336795535	66.113
Deribit	1644336810718	66.94
Lyra	1644336812147	66.113
Deribit	1644337816241	66.62
Lyra	1644337817829	66.113
Deribit	1644337830701	66.6
Lyra	1644337831686	66.113
Deribit	1644337860709	66.57
Lyra	1644337861874	66.113
Deribit	1644337890705	66.54
Lyra	1644337891778	66.113
